Transaction ID,Date,Time,Customer ID,Gender,Age,Product Category,Product Name,Quantity,Price per Unit ($),Total Amount ($)
270,2025-07-26,2:07 PM,CUST270,Male,43,Cameras,GoPro Hero 12,1,399,399
271,2025-06-23,1:15 PM,CUST271,Female,62,Smart Home,Arlo Pro 4 Security Camera,4,199,796
272,2025-02-25,11:02 AM,CUST272,Female,61,Computers & Accessories,Seagate 4TB External HDD,2,99,198
273,2025-05-08,1:20 PM,CUST273,Female,22,Computers & Accessories,Logitech MX Master 3 Mouse,1,99,99
274,2025-04-09,5:17 PM,CUST274,Female,23,Appliances,Vitamix E310 Blender,2,349,698
275,2025-04-08,7:39 PM,CUST275,Male,43,Appliances,Vitamix E310 Blender,2,349,698
276,2025-10-02,5:13 PM,CUST276,Female,21,Appliances,iRobot Roomba j7+,2,599,1198
277,2025-08-18,4:28 PM,CUST277,Male,36,Smart Home,Philips Hue Starter Kit,4,199,796
278,2025-03-13,4:38 PM,CUST278,Female,37,Audio,Samsung Galaxy Buds2 Pro,4,199,796
279,2025-08-05,6:04 PM,CUST279,Male,50,Gaming,Nintendo Switch OLED,1,349,349
280,2025-04-04,7:07 PM,CUST280,Female,37,Smart Home,Nest Learning Thermostat,3,249,747
281,2025-05-23,6:18 PM,CUST281,Female,29,Audio,Sonos Era 300,3,449,1347
282,2025-08-25,4:57 PM,CUST282,Female,64,Computers & Accessories,Samsung T7 Portable SSD 1TB,4,89,356
283,2025-05-08,7:28 PM,CUST283,Female,18,Cameras,Fujifilm X-T5,1,1699,1699
284,2025-02-08,3:59 PM,CUST284,Male,43,Smart Home,Nest Learning Thermostat,3,249,747
285,2025-08-15,6:32 PM,CUST285,Female,31,Appliances,Vitamix E310 Blender,1,349,349
286,2025-10-09,9:38 PM,CUST286,Male,55,Smart Home,Arlo Pro 4 Security Camera,2,199,398
287,2025-02-20,6:59 PM,CUST287,Male,54,Computers & Accessories,Apple Magic Keyboard,4,99,396
288,2025-01-26,7:06 PM,CUST288,Male,28,Smart Home,Arlo Pro 4 Security Camera,4,199,796
289,2025-11-30,8:25 PM,CUST289,Male,53,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",2,399,798
290,2025-10-04,7:04 PM,CUST290,Female,30,Cameras,Nikon Z50,2,859,1718
291,2025-01-08,5:17 PM,CUST291,Male,60,Smart Home,Nest Learning Thermostat,2,249,498
292,2025-02-17,4:31 PM,CUST292,Male,20,Cameras,Canon EOS R50,2,699,1398
293,2025-05-02,2:38 PM,CUST293,Male,50,Audio,Sony WH-1000XM5 Headphones,3,349,1047
294,2025-03-27,11:01 AM,CUST294,Female,23,Computers & Accessories,Samsung T7 Portable SSD 1TB,3,89,267
295,2025-07-28,11:05 AM,CUST295,Female,27,Tablets,"iPad Pro 12.9""",2,1099,2198
296,2025-09-06,5:55 PM,CUST296,Female,22,Appliances,Keurig K-Elite Coffee Maker,4,149,596
297,2025-09-04,3:27 PM,CUST297,Female,40,Tablets,iPad 10th Gen,2,449,898
298,2025-04-20,8:42 PM,CUST298,Male,27,Cameras,Nikon Z50,2,859,1718
299,2025-07-25,5:01 PM,CUST299,Male,61,Tablets,Microsoft Surface Go 3,2,399,798
300,2025-01-31,10:51 AM,CUST300,Female,19,Appliances,Keurig K-Elite Coffee Maker,4,149,596
301,2025-03-26,2:13 PM,CUST301,Male,30,Computers & Accessories,Logitech MX Master 3 Mouse,4,99,396
302,2025-07-14,6:06 PM,CUST302,Male,57,Tablets,Amazon Fire HD 10,2,149,298
303,2025-01-02,10:27 AM,CUST303,Male,19,Audio,Sony WH-1000XM5 Headphones,3,349,1047
304,2025-07-19,7:56 PM,CUST304,Female,37,Appliances,iRobot Roomba j7+,2,599,1198
305,2025-05-16,2:53 PM,CUST305,Female,18,Computers & Accessories,Anker 65W USB-C Charger,1,45,45
306,2025-08-21,12:49 PM,CUST306,Male,54,Appliances,Dyson V15 Detect Vacuum,1,749,749
307,2025-05-27,6:11 PM,CUST307,Female,26,Smart Home,Ring Video Doorbell Pro 2,2,249,498
308,2025-08-05,6:06 PM,CUST308,Female,34,Audio,AirPods Pro 2nd Gen,3,249,747
309,2025-12-23,2:11 PM,CUST309,Female,26,Smart Home,Arlo Pro 4 Security Camera,1,199,199
310,2025-10-12,6:24 PM,CUST310,Female,28,Appliances,Ninja Foodi Air Fryer,1,199,199
311,2025-12-05,5:04 PM,CUST311,Female,32,Appliances,Instant Pot Duo 7-in-1,4,99,396
312,2025-09-07,1:33 PM,CUST312,Male,41,Audio,Sonos Era 300,3,449,1347
313,2025-03-21,2:54 PM,CUST313,Female,55,Tablets,iPad 10th Gen,3,449,1347
314,2025-04-08,9:10 PM,CUST314,Male,52,Audio,Sonos Era 300,3,449,1347
315,2025-06-01,6:46 PM,CUST315,Male,47,Audio,AirPods Pro 2nd Gen,2,249,498
316,2025-04-22,12:47 PM,CUST316,Female,48,Smart Home,Google Nest Hub Max,2,229,458
317,2025-01-30,5:04 PM,CUST317,Male,22,Appliances,Instant Pot Duo 7-in-1,3,99,297
318,2025-10-24,1:25 PM,CUST318,Male,61,Computers & Accessories,Anker 65W USB-C Charger,1,45,45
319,2025-10-05,12:18 PM,CUST319,Male,31,Smart Home,Philips Hue Starter Kit,1,199,199
320,2025-02-01,5:13 PM,CUST320,Female,28,Cameras,Nikon Z50,2,859,1718
321,2025-06-10,7:55 PM,CUST321,Female,26,Smart Home,Amazon Echo Show 10,2,249,498
322,2025-01-30,7:19 PM,CUST322,Male,51,Cameras,Sony Alpha a7 IV,1,2499,2499
323,2025-01-26,7:16 PM,CUST323,Female,29,Tablets,Samsung Galaxy Tab S9,2,799,1598
324,2025-10-27,4:40 PM,CUST324,Female,52,Smart Home,Amazon Echo Show 10,3,249,747
325,2025-09-02,1:18 PM,CUST325,Female,52,Computers & Accessories,Apple Magic Keyboard,2,99,198
326,2025-09-15,12:21 PM,CUST326,Female,18,Smart Home,Ring Video Doorbell Pro 2,3,249,747
327,2025-09-29,4:51 PM,CUST327,Male,57,Smart Home,Nest Learning Thermostat,3,249,747
328,2025-03-22,4:39 PM,CUST328,Male,39,Computers & Accessories,Samsung T7 Portable SSD 1TB,2,89,178
329,2025-01-30,2:33 PM,CUST329,Female,46,Smart Home,Arlo Pro 4 Security Camera,4,199,796
330,2025-09-18,11:35 AM,CUST330,Female,25,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",3,399,1197
331,2025-02-11,3:09 PM,CUST331,Male,28,Appliances,Keurig K-Elite Coffee Maker,3,149,447
332,2025-04-06,5:21 PM,CUST332,Male,58,TVs,"Hisense 65"" U8K",2,799,1598
333,2025-02-05,6:46 PM,CUST333,Female,54,Cameras,Fujifilm X-T5,2,1699,3398
334,2025-11-01,3:50 PM,CUST334,Male,31,Smartphones,iPhone 15 Pro,2,1199,2398
335,2025-02-04,11:27 AM,CUST335,Female,47,Smart Home,Google Nest Hub Max,3,229,687
336,2025-12-12,12:29 PM,CUST336,Female,52,Appliances,Vitamix E310 Blender,3,349,1047
337,2025-05-01,12:00 PM,CUST337,Male,38,Gaming,Xbox Elite Controller Series 2,1,179,179
338,2025-07-26,1:59 PM,CUST338,Male,54,Smart Home,Google Nest Hub Max,2,229,458
339,2025-03-03,12:15 PM,CUST339,Female,22,Audio,Bose QuietComfort 45,2,279,558
340,2025-10-19,2:07 PM,CUST340,Female,36,Smart Home,Google Nest Hub Max,3,229,687
341,2025-05-07,12:16 PM,CUST341,Male,31,Audio,Sonos Era 300,3,449,1347
342,2025-10-24,6:11 PM,CUST342,Female,43,Tablets,Microsoft Surface Go 3,3,399,1197
343,2025-11-01,7:43 PM,CUST343,Male,21,Smart Home,Amazon Echo Show 10,2,249,498
344,2025-01-21,5:05 PM,CUST344,Female,42,Smart Home,Google Nest Hub Max,1,229,229
345,2025-11-14,5:20 PM,CUST345,Male,62,Audio,Samsung Galaxy Buds2 Pro,1,199,199
346,2025-02-11,10:53 AM,CUST346,Male,59,Smart Home,Arlo Pro 4 Security Camera,2,199,398
347,2025-08-03,1:25 PM,CUST347,Male,42,Appliances,Vitamix E310 Blender,1,349,349
348,2025-12-03,2:02 PM,CUST348,Female,35,Laptops,HP Spectre x360,2,1499,2998
349,2025-10-26,4:16 PM,CUST349,Female,57,Computers & Accessories,Seagate 4TB External HDD,1,99,99
350,2025-10-17,4:39 PM,CUST350,Male,25,Appliances,Dyson V15 Detect Vacuum,2,749,1498
351,2025-09-25,2:22 PM,CUST351,Female,56,Audio,Sonos Era 300,3,449,1347
352,2025-06-11,12:44 PM,CUST352,Male,57,Gaming,PlayStation 5 Controller,2,69,138
353,2025-05-14,2:58 PM,CUST353,Male,31,Smartphones,iPhone 15,1,999,999
354,2025-04-15,5:43 PM,CUST354,Female,49,Appliances,Keurig K-Elite Coffee Maker,4,149,596
355,2025-12-09,8:54 PM,CUST355,Female,55,Laptops,HP Spectre x360,1,1499,1499
356,2025-06-10,1:51 PM,CUST356,Male,50,Laptops,MacBook Air M3,2,1299,2598
357,2025-05-03,5:38 PM,CUST357,Female,40,Computers & Accessories,Samsung T7 Portable SSD 1TB,3,89,267
358,2025-05-16,3:30 PM,CUST358,Female,32,Audio,AirPods Pro 2nd Gen,1,249,249
359,2025-07-22,9:38 PM,CUST359,Male,50,Audio,Bose QuietComfort 45,1,279,279
360,2025-03-09,2:11 PM,CUST360,Male,42,Audio,Samsung Galaxy Buds2 Pro,4,199,796
361,2025-12-10,6:54 PM,CUST361,Female,34,TVs,"TCL 50"" 4K Roku TV",3,499,1497
362,2025-11-27,7:19 PM,CUST362,Male,50,Audio,Sony WH-1000XM5 Headphones,1,349,349
363,2025-06-03,10:38 AM,CUST363,Male,64,Smart Home,Ring Video Doorbell Pro 2,1,249,249
364,2025-08-23,5:09 PM,CUST364,Female,19,Tablets,iPad 10th Gen,1,449,449
365,2025-06-11,12:02 PM,CUST365,Male,31,Gaming,Nintendo Switch OLED,1,349,349
366,2025-02-07,11:20 AM,CUST366,Male,57,Computers & Accessories,Anker 65W USB-C Charger,2,45,90
367,2025-01-05,8:35 PM,CUST367,Female,57,Audio,JBL Charge 5 Speaker,1,149,149
368,2025-08-23,2:23 PM,CUST368,Female,56,Gaming,PlayStation 5,3,499,1497
369,2025-11-15,12:21 PM,CUST369,Male,23,Laptops,"MacBook Pro 14""",2,1999,3998
370,2025-10-16,6:49 PM,CUST370,Male,23,Audio,Sonos Era 300,2,449,898
371,2025-02-21,6:46 PM,CUST371,Female,20,Computers & Accessories,Logitech MX Master 3 Mouse,1,99,99
372,2025-02-07,5:02 PM,CUST372,Female,24,Cameras,Fujifilm X-T5,2,1699,3398
373,2025-10-03,6:21 PM,CUST373,Female,25,Tablets,"iPad Pro 12.9""",2,1099,2198
374,2025-04-20,3:40 PM,CUST374,Female,59,Appliances,iRobot Roomba j7+,2,599,1198
375,2025-09-17,12:11 PM,CUST375,Male,32,Audio,JBL Charge 5 Speaker,1,149,149
376,2025-05-16,5:30 PM,CUST376,Female,64,Smart Home,Amazon Echo Show 10,1,249,249
377,2025-03-09,3:55 PM,CUST377,Female,46,Computers & Accessories,Seagate 4TB External HDD,4,99,396
378,2025-06-28,5:24 PM,CUST378,Male,50,Tablets,Amazon Fire HD 10,1,149,149
379,2025-02-05,3:41 PM,CUST379,Female,47,Smart Home,Ring Video Doorbell Pro 2,1,249,249
380,2025-05-06,7:24 PM,CUST380,Male,56,Laptops,Dell XPS 15,2,1799,3598
381,2025-07-09,1:58 PM,CUST381,Female,44,Computers & Accessories,Seagate 4TB External HDD,4,99,396
382,2025-05-26,1:49 PM,CUST382,Female,53,Gaming,Nintendo Switch OLED,2,349,698
383,2025-03-22,2:04 PM,CUST383,Female,46,Appliances,Vitamix E310 Blender,3,349,1047
384,2025-08-13,1:06 PM,CUST384,Male,55,Appliances,Keurig K-Elite Coffee Maker,1,149,149
385,2025-10-06,8:23 PM,CUST385,Male,50,Tablets,iPad Air M1,2,749,1498
386,2025-12-27,3:37 PM,CUST386,Female,54,Smartphones,Google Pixel 8,2,699,1398
387,2025-06-04,1:07 PM,CUST387,Male,44,Appliances,Vitamix E310 Blender,1,349,349
388,2025-11-10,5:18 PM,CUST388,Male,50,Smart Home,Ring Video Doorbell Pro 2,1,249,249
389,2025-12-01,9:17 PM,CUST389,Male,21,Smart Home,Amazon Echo Show 10,2,249,498
390,2025-09-28,3:08 PM,CUST390,Male,39,Audio,Sonos Era 300,2,449,898
391,2025-01-05,12:56 PM,CUST391,Male,19,Computers & Accessories,Apple Magic Keyboard,2,99,198
392,2025-12-08,9:08 PM,CUST392,Male,27,Appliances,Vitamix E310 Blender,2,349,698
393,2025-10-11,2:44 PM,CUST393,Female,22,Audio,Sony WH-1000XM5 Headphones,2,349,698
394,2025-06-03,6:49 PM,CUST394,Female,27,Smart Home,Ring Video Doorbell Pro 2,1,249,249
395,2025-12-06,7:01 PM,CUST395,Male,50,Cameras,Fujifilm X-T5,2,1699,3398
396,2025-02-23,5:34 PM,CUST396,Female,55,Computers & Accessories,Samsung T7 Portable SSD 1TB,1,89,89
397,2025-03-10,1:15 PM,CUST397,Female,30,Smart Home,Arlo Pro 4 Security Camera,1,199,199
398,2025-05-16,3:35 PM,CUST398,Female,48,Appliances,Vitamix E310 Blender,2,349,698
399,2025-03-01,12:19 PM,CUST399,Female,64,Computers & Accessories,Samsung T7 Portable SSD 1TB,2,89,178
400,2025-02-24,3:24 PM,CUST400,Male,53,Computers & Accessories,Anker 65W USB-C Charger,4,45,180
401,2025-10-11,12:22 PM,CUST401,Female,62,Smart Home,Philips Hue Starter Kit,1,199,199
402,2025-03-21,10:31 AM,CUST402,Female,41,Appliances,Keurig K-Elite Coffee Maker,2,149,298
403,2025-05-20,1:41 PM,CUST403,Male,32,Appliances,Vitamix E310 Blender,2,349,698
404,2025-05-25,11:56 AM,CUST404,Male,46,Gaming,Nintendo Switch OLED,2,349,698
405,2025-11-06,2:49 PM,CUST405,Female,25,Smart Home,Nest Learning Thermostat,3,249,747
406,2025-04-18,4:02 PM,CUST406,Female,22,Computers & Accessories,Apple Magic Keyboard,4,99,396
407,2025-06-25,12:51 PM,CUST407,Female,46,Cameras,Canon EOS R50,2,699,1398
408,2025-04-15,7:59 PM,CUST408,Female,64,Audio,Sonos Era 300,1,449,449
409,2025-12-18,2:08 PM,CUST409,Female,21,Gaming,PlayStation 5 Controller,3,69,207
410,2025-11-21,9:59 PM,CUST410,Female,29,Audio,Bose QuietComfort 45,2,279,558
411,2025-05-16,9:49 PM,CUST411,Male,62,Audio,Samsung Galaxy Buds2 Pro,4,199,796
412,2025-09-16,6:02 PM,CUST412,Female,19,TVs,"LG 55"" OLED TV",2,1499,2998
413,2025-09-08,11:53 AM,CUST413,Female,44,Smart Home,Nest Learning Thermostat,3,249,747
414,2025-05-09,1:47 PM,CUST414,Male,48,Smart Home,Amazon Echo Show 10,3,249,747
415,2025-01-27,8:28 PM,CUST415,Male,53,Audio,Bose QuietComfort 45,2,279,558
416,2025-02-17,1:33 PM,CUST416,Male,53,Gaming,PlayStation 5 Controller,4,69,276
417,2025-11-21,6:31 PM,CUST417,Male,43,TVs,"Hisense 65"" U8K",2,799,1598
418,2025-08-05,5:00 PM,CUST418,Female,60,Smartphones,Google Pixel 8,2,699,1398
419,2025-05-22,1:02 PM,CUST419,Female,44,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",3,399,1197
420,2025-01-23,5:09 PM,CUST420,Female,22,Tablets,Amazon Fire HD 10,4,149,596
421,2025-01-02,9:27 PM,CUST421,Female,37,Appliances,Keurig K-Elite Coffee Maker,3,149,447
422,2025-06-20,1:08 PM,CUST422,Female,28,Smart Home,Nest Learning Thermostat,3,249,747
423,2025-03-08,9:58 PM,CUST423,Female,27,Smart Home,Google Nest Hub Max,1,229,229
424,2025-11-23,7:29 PM,CUST424,Male,57,Tablets,Amazon Fire HD 10,4,149,596
425,2025-05-15,2:38 PM,CUST425,Female,55,Appliances,Keurig K-Elite Coffee Maker,4,149,596
426,2025-03-24,10:53 AM,CUST426,Male,23,Audio,Sony WH-1000XM5 Headphones,3,349,1047
427,2025-08-15,6:02 PM,CUST427,Male,25,Computers & Accessories,Logitech MX Master 3 Mouse,1,99,99
428,2025-10-10,2:40 PM,CUST428,Female,40,Appliances,Vitamix E310 Blender,3,349,1047
429,2025-12-28,10:15 AM,CUST429,Male,64,Smart Home,Amazon Echo Show 10,2,249,498
430,2025-08-07,5:54 PM,CUST430,Female,43,Tablets,iPad 10th Gen,3,449,1347
431,2025-10-15,3:48 PM,CUST431,Male,63,TVs,"TCL 50"" 4K Roku TV",3,499,1497
432,2025-01-05,4:08 PM,CUST432,Female,60,Gaming,Xbox Elite Controller Series 2,2,179,358
433,2025-02-27,2:22 PM,CUST433,Male,29,Smart Home,Google Nest Hub Max,3,229,687
434,2025-02-08,6:09 PM,CUST434,Female,43,Computers & Accessories,Apple Magic Keyboard,2,99,198
435,2025-12-20,6:02 PM,CUST435,Female,30,Tablets,Microsoft Surface Go 3,3,399,1197
436,2025-03-18,7:36 PM,CUST436,Female,57,Audio,Bose QuietComfort 45,3,279,837
437,2025-10-07,7:34 PM,CUST437,Female,35,TVs,"LG 55"" OLED TV",2,1499,2998
438,2025-01-19,7:42 PM,CUST438,Female,42,Computers & Accessories,Anker 65W USB-C Charger,1,45,45
439,2025-07-09,3:43 PM,CUST439,Male,50,Computers & Accessories,Apple Magic Keyboard,3,99,297
440,2025-10-26,1:32 PM,CUST440,Male,64,Gaming,PlayStation 5 Controller,2,69,138
441,2025-10-10,1:53 PM,CUST441,Male,57,Tablets,Amazon Fire HD 10,4,149,596
442,2025-03-17,11:45 AM,CUST442,Female,60,Computers & Accessories,Logitech MX Master 3 Mouse,4,99,396
443,2025-08-09,3:16 PM,CUST443,Male,29,Tablets,Amazon Fire HD 10,2,149,298
444,2025-03-07,9:19 PM,CUST444,Female,61,Audio,Bose QuietComfort 45,3,279,837
445,2025-01-22,4:35 PM,CUST445,Female,53,Tablets,iPad 10th Gen,1,449,449
446,2025-06-07,12:01 PM,CUST446,Male,21,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",1,399,399
447,2025-07-06,6:14 PM,CUST447,Male,22,Cameras,GoPro Hero 12,3,399,1197
448,2025-01-21,12:43 PM,CUST448,Female,54,Computers & Accessories,Apple Magic Keyboard,2,99,198
449,2025-07-03,7:45 PM,CUST449,Male,25,Smart Home,Amazon Echo Show 10,3,249,747
450,2025-04-18,7:10 PM,CUST450,Female,59,Computers & Accessories,Anker 65W USB-C Charger,2,45,90
451,2025-12-16,4:14 PM,CUST451,Female,45,Smart Home,Amazon Echo Show 10,1,249,249
452,2025-05-08,2:20 PM,CUST452,Female,48,Gaming,PlayStation 5,3,499,1497
453,2025-12-08,3:25 PM,CUST453,Female,26,Smart Home,Arlo Pro 4 Security Camera,2,199,398
454,2025-02-22,12:16 PM,CUST454,Female,46,Computers & Accessories,Anker 65W USB-C Charger,1,45,45
455,2025-07-01,3:10 PM,CUST455,Male,31,Appliances,Dyson V15 Detect Vacuum,2,749,1498
456,2025-10-14,10:35 AM,CUST456,Male,57,Audio,Sonos Era 300,2,449,898
457,2025-07-28,4:17 PM,CUST457,Female,58,Audio,Samsung Galaxy Buds2 Pro,3,199,597
458,2025-11-14,6:30 PM,CUST458,Female,39,Appliances,Keurig K-Elite Coffee Maker,4,149,596
459,2025-03-21,5:46 PM,CUST459,Male,28,Smart Home,Nest Learning Thermostat,3,249,747
460,2025-05-02,5:20 PM,CUST460,Male,40,Computers & Accessories,Apple Magic Keyboard,1,99,99
461,2025-03-25,5:44 PM,CUST461,Female,18,Audio,Sony WH-1000XM5 Headphones,2,349,698
462,2025-04-01,5:32 PM,CUST462,Male,63,Smartphones,Samsung Galaxy S24+,2,1099,2198
463,2025-07-31,3:42 PM,CUST463,Female,54,Audio,Sony WH-1000XM5 Headphones,3,349,1047
464,2025-01-13,5:50 PM,CUST464,Male,38,Gaming,PlayStation 5 Controller,2,69,138
465,2025-04-02,9:13 PM,CUST465,Female,43,Audio,AirPods Pro 2nd Gen,3,249,747
466,2025-06-20,4:50 PM,CUST466,Male,63,Smart Home,Philips Hue Starter Kit,4,199,796
467,2025-07-30,6:21 PM,CUST467,Female,53,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",3,399,1197
468,2025-12-09,7:34 PM,CUST468,Male,40,Smart Home,Ring Video Doorbell Pro 2,1,249,249
469,2025-05-08,2:13 PM,CUST469,Male,18,Appliances,Keurig K-Elite Coffee Maker,3,149,447
470,2025-05-17,6:05 PM,CUST470,Female,57,Tablets,iPad 10th Gen,2,449,898
471,2025-03-23,1:40 PM,CUST471,Male,32,Audio,Samsung Galaxy Buds2 Pro,3,199,597
472,2025-12-26,6:50 PM,CUST472,Female,38,Audio,Bose QuietComfort 45,3,279,837
473,2025-02-25,9:10 PM,CUST473,Male,64,Appliances,Keurig K-Elite Coffee Maker,1,149,149
474,2025-07-15,9:45 PM,CUST474,Female,26,Smart Home,Philips Hue Starter Kit,3,199,597
475,2025-01-20,3:14 PM,CUST475,Male,26,Smart Home,Ring Video Doorbell Pro 2,3,249,747
476,2025-08-29,2:11 PM,CUST476,Female,27,Gaming,Xbox Series X,3,499,1497
477,2025-04-24,11:03 AM,CUST477,Male,43,Smart Home,Nest Learning Thermostat,3,249,747
478,2025-04-13,11:30 AM,CUST478,Female,58,Audio,JBL Charge 5 Speaker,2,149,298
479,2025-08-24,3:46 PM,CUST479,Male,52,Smartphones,iPhone 15 Pro,2,1199,2398
480,2025-06-29,9:28 PM,CUST480,Female,42,Cameras,Canon EOS R50,2,699,1398
481,2025-06-06,2:00 PM,CUST481,Female,43,Gaming,PlayStation 5,3,499,1497
482,2025-04-27,9:41 PM,CUST482,Female,28,Tablets,"iPad Pro 12.9""",2,1099,2198
483,2025-04-25,5:40 PM,CUST483,Male,55,Audio,Samsung Galaxy Buds2 Pro,1,199,199
484,2025-01-13,3:55 PM,CUST484,Female,19,Appliances,Instant Pot Duo 7-in-1,4,99,396
485,2025-12-04,5:20 PM,CUST485,Male,24,Audio,AirPods Pro 2nd Gen,1,249,249
486,2025-04-09,2:10 PM,CUST486,Female,35,Computers & Accessories,Anker 65W USB-C Charger,1,45,45
487,2025-07-24,5:09 PM,CUST487,Male,44,Smart Home,Arlo Pro 4 Security Camera,4,199,796
488,2025-06-18,4:23 PM,CUST488,Female,51,Cameras,Sony Alpha a7 IV,2,2499,4998
489,2025-05-23,6:08 PM,CUST489,Male,44,Smart Home,Amazon Echo Show 10,1,249,249
490,2025-02-05,8:28 PM,CUST490,Male,34,Smart Home,Philips Hue Starter Kit,3,199,597
491,2025-05-23,4:29 PM,CUST491,Female,60,Tablets,iPad Air M1,2,749,1498
492,2025-06-29,6:31 PM,CUST492,Male,61,Smart Home,Ring Video Doorbell Pro 2,3,249,747
493,2025-11-25,5:19 PM,CUST493,Male,41,Appliances,iRobot Roomba j7+,2,599,1198
494,2025-09-18,4:39 PM,CUST494,Female,42,Appliances,iRobot Roomba j7+,2,599,1198
495,2025-07-24,4:06 PM,CUST495,Male,24,Smart Home,Nest Learning Thermostat,2,249,498
496,2025-12-14,4:58 PM,CUST496,Male,23,Gaming,PlayStation 5,2,499,998
497,2025-10-02,8:29 PM,CUST497,Male,41,Computers & Accessories,Apple Magic Keyboard,4,99,396
498,2025-06-19,1:22 PM,CUST498,Female,50,Smart Home,Arlo Pro 4 Security Camera,4,199,796
499,2025-01-15,4:24 PM,CUST499,Male,46,Appliances,Instant Pot Duo 7-in-1,2,99,198
500,2025-03-01,3:20 PM,CUST500,Female,60,Smart Home,Ring Video Doorbell Pro 2,3,249,747
501,2025-05-14,7:46 PM,CUST501,Male,39,Appliances,Vitamix E310 Blender,2,349,698
502,2025-04-02,1:56 PM,CUST502,Male,43,Computers & Accessories,Anker 65W USB-C Charger,3,45,135
503,2025-10-25,7:59 PM,CUST503,Male,45,Audio,Bose QuietComfort 45,3,279,837
504,2025-05-16,8:27 PM,CUST504,Female,38,Appliances,Ninja Foodi Air Fryer,3,199,597
505,2025-01-20,8:59 PM,CUST505,Male,24,Smart Home,Google Nest Hub Max,1,229,229
506,2025-02-25,6:55 PM,CUST506,Male,34,Cameras,DJI Mini 4 Pro Drone,2,759,1518
507,2025-11-02,10:08 AM,CUST507,Female,37,Smartphones,Samsung Galaxy S24+,2,1099,2198
508,2025-08-11,5:12 PM,CUST508,Male,58,Tablets,Samsung Galaxy Tab S9,2,799,1598
509,2025-06-26,12:14 PM,CUST509,Female,37,Gaming,Nintendo Switch OLED,3,349,1047
510,2025-06-10,7:16 PM,CUST510,Female,39,Computers & Accessories,"LG 27"" UltraGear Gaming Monitor",3,399,1197
511,2025-08-12,10:45 AM,CUST511,Male,45,Computers & Accessories,Anker 65W USB-C Charger,2,45,90
512,2025-11-07,9:02 PM,CUST512,Female,57,Appliances,Ninja Foodi Air Fryer,1,199,199
513,2025-09-19,6:02 PM,CUST513,Male,24,Audio,JBL Charge 5 Speaker,4,149,596
514,2025-03-01,1:38 PM,CUST514,Female,18,TVs,"Hisense 65"" U8K",1,799,799
515,2025-07-17,9:13 PM,CUST515,Female,49,Gaming,Xbox Series X,3,499,1497
516,2025-10-23,4:00 PM,CUST516,Male,30,Smart Home,Philips Hue Starter Kit,4,199,796
517,2025-04-08,1:16 PM,CUST517,Female,47,Smart Home,Google Nest Hub Max,3,229,687
518,2025-05-11,4:53 PM,CUST518,Female,40,Audio,AirPods Pro 2nd Gen,1,249,249
519,2025-01-23,3:58 PM,CUST519,Female,36,Appliances,Vitamix E310 Blender,3,349,1047
520,2025-12-29,8:15 PM,CUST520,Female,49,Appliances,Dyson V15 Detect Vacuum,2,749,1498
521,2025-08-12,2:41 PM,CUST521,Female,47,Audio,Bose QuietComfort 45,3,279,837
522,2025-01-01,4:10 PM,CUST522,Male,46,Audio,Bose QuietComfort 45,3,279,837
523,2025-09-24,5:02 PM,CUST523,Female,62,TVs,"Samsung 85"" Neo QLED",1,2999,2999
524,2025-10-03,7:59 PM,CUST524,Male,46,Cameras,Canon EOS R50,2,699,1398
525,2025-12-18,8:51 PM,CUST525,Female,47,Smart Home,Google Nest Hub Max,2,229,458
526,2025-12-10,7:58 PM,CUST526,Male,33,Smart Home,Google Nest Hub Max,2,229,458
527,2025-04-11,7:49 PM,CUST527,Male,57,Audio,JBL Charge 5 Speaker,2,149,298
528,2025-07-06,7:23 PM,CUST528,Female,36,Audio,Sonos Era 300,2,449,898
529,2025-08-09,2:45 PM,CUST529,Female,35,Computers & Accessories,Samsung T7 Portable SSD 1TB,3,89,267
530,2025-02-05,6:21 PM,CUST530,Female,18,Audio,Bose QuietComfort 45,3,279,837
531,2025-12-07,6:50 PM,CUST531,Male,31,TVs,"Sony 75"" Bravia XR",1,1999,1999
532,2025-06-19,5:41 PM,CUST532,Female,64,Computers & Accessories,Samsung T7 Portable SSD 1TB,4,89,356
533,2025-11-16,4:30 PM,CUST533,Male,19,Gaming,PlayStation 5,3,499,1497
534,2025-06-10,10:34 AM,CUST534,Male,45,Appliances,Keurig K-Elite Coffee Maker,2,149,298
535,2025-12-06,5:21 PM,CUST535,Male,47,Computers & Accessories,Logitech MX Master 3 Mouse,3,99,297
536,2025-03-05,12:59 PM,CUST536,Female,55,Appliances,Instant Pot Duo 7-in-1,4,99,396
537,2025-06-03,10:27 AM,CUST537,Female,21,Tablets,Microsoft Surface Go 3,1,399,399
538,2025-09-17,6:59 PM,CUST538,Male,18,Smart Home,Google Nest Hub Max,3,229,687
539,2025-06-08,3:58 PM,CUST539,Male,25,Cameras,Canon EOS R50,1,699,699
540,2025-12-08,8:00 PM,CUST540,Female,46,TVs,"Hisense 65"" U8K",2,799,1598
